league,date,home_team,away_team,winner,home_team_goals,away_team_goals,score,venue,attendance,duration
English Premier League,2023-10-21T14:00Z,Manchester City,Brighton & Hove Albion,Manchester City,2.0,1.0,2.0 - 1.0,Etihad Stadium,53466,5400.0 + 600.0
English Premier League,2023-10-08T13:00Z,Brighton & Hove Albion,Liverpool,Draw,2.0,2.0,2.0 - 2.0,American Express Stadium,31752,5400.0 + 300.0
English Premier League,2023-09-30T11:30Z,Aston Villa,Brighton & Hove Albion,Aston Villa,6.0,1.0,6.0 - 1.0,Villa Park,40636,5400.0 + 540.0
English Premier League,2023-09-24T13:00Z,Brighton & Hove Albion,AFC Bournemouth,Brighton & Hove Albion,3.0,1.0,3.0 - 1.0,American Express Stadium,31617,5400.0 + 420.0
English Premier League,2023-09-16T14:00Z,Manchester United,Brighton & Hove Albion,Brighton & Hove Albion,1.0,3.0,1.0 - 3.0,Old Trafford,73592,5400.0 + 420.0
English Premier League,2023-09-02T16:30Z,Brighton & Hove Albion,Newcastle United,Brighton & Hove Albion,3.0,1.0,3.0 - 1.0,American Express Stadium,31620,5400.0 + 540.0
English Premier League,2023-08-26T16:30Z,Brighton & Hove Albion,West Ham United,West Ham United,1.0,3.0,1.0 - 3.0,American Express Stadium,31508,5400.0 + 420.0
English Premier League,2023-08-19T14:00Z,Wolverhampton Wanderers,Brighton & Hove Albion,Brighton & Hove Albion,1.0,4.0,1.0 - 4.0,Molineux Stadium,31317,5400.0 + 600.0
English Premier League,2023-08-12T14:00Z,Brighton & Hove Albion,Luton Town,Brighton & Hove Albion,4.0,1.0,4.0 - 1.0,American Express Stadium,31872,5400.0 + 480.0
English Premier League,2024-05-04T14:00Z,Brentford,Fulham,Draw,0.0,0.0,0.0 - 0.0,Gtech Community Stadium,17090,5400.0 + 420.0
English Premier League,2024-04-27T14:00Z,Fulham,Crystal Palace,Draw,1.0,1.0,1.0 - 1.0,Craven Cottage,24142,5400.0 + 480.0
English Premier League,2024-04-21T15:30Z,Fulham,Liverpool,Liverpool,1.0,3.0,1.0 - 3.0,Craven Cottage,24401,5400.0 + 420.0
English Premier League,2024-04-14T13:00Z,West Ham United,Fulham,Fulham,0.0,2.0,0.0 - 2.0,London Stadium,62459,5400.0 + 780.0
English Premier League,2024-04-06T14:00Z,Fulham,Newcastle United,Newcastle United,0.0,1.0,0.0 - 1.0,Craven Cottage,24418,5400.0 + 660.0
English Premier League,2024-04-02T18:30Z,Nottingham Forest,Fulham,Nottingham Forest,3.0,1.0,3.0 - 1.0,The City Ground,28997,5400.0 + 360.0
English Premier League,2024-03-30T15:00Z,Sheffield United,Fulham,Draw,3.0,3.0,3.0 - 3.0,Bramall Lane,30010,5400.0 + 960.0
English Premier League,2024-03-16T17:30Z,Fulham,Tottenham Hotspur,Fulham,3.0,0.0,3.0 - 0.0,Craven Cottage,24410,5400.0 + 480.0
English Premier League,2024-03-09T15:00Z,Wolverhampton Wanderers,Fulham,Wolverhampton Wanderers,2.0,1.0,2.0 - 1.0,Molineux Stadium,30860,5400.0 + 600.0
English Premier League,2024-03-02T15:00Z,Fulham,Brighton & Hove Albion,Fulham,3.0,0.0,3.0 - 0.0,Craven Cottage,24460,5400.0 + 300.0
English Premier League,2024-02-24T15:00Z,Manchester United,Fulham,Fulham,1.0,2.0,1.0 - 2.0,Old Trafford,73487,5400.0 + 660.0
English Premier League,2024-02-17T15:00Z,Fulham,Aston Villa,Aston Villa,1.0,2.0,1.0 - 2.0,Craven Cottage,24401,5400.0 + 360.0
English Premier League,2024-02-10T15:00Z,Fulham,AFC Bournemouth,Fulham,3.0,1.0,3.0 - 1.0,Craven Cottage,24271,5400.0 + 480.0
English Premier League,2024-02-03T15:00Z,Burnley,Fulham,Draw,2.0,2.0,2.0 - 2.0,Turf Moor,20203,5400.0 + 420.0
English Premier League,2024-01-30T19:45Z,Fulham,Everton,Draw,0.0,0.0,0.0 - 0.0,Craven Cottage,24376,5400.0 + 420.0
English Premier League,2024-01-13T12:30Z,Chelsea,Fulham,Chelsea,1.0,0.0,1.0 - 0.0,Stamford Bridge,39643,5400.0 + 420.0
English Premier League,2023-12-31T14:00Z,Fulham,Arsenal,Fulham,2.0,1.0,2.0 - 1.0,Craven Cottage,24444,5400.0 + 420.0
English Premier League,2023-12-26T15:00Z,AFC Bournemouth,Fulham,AFC Bournemouth,3.0,0.0,3.0 - 0.0,Vitality Stadium,11099,5400.0 + 420.0
English Premier League,2023-12-23T15:00Z,Fulham,Burnley,Burnley,0.0,2.0,0.0 - 2.0,Craven Cottage,23598,5400.0 + 420.0
English Premier League,2023-12-16T15:00Z,Newcastle United,Fulham,Newcastle United,3.0,0.0,3.0 - 0.0,St. James' Park,52055,5400.0 + 420.0
English Premier League,2023-12-10T14:00Z,Fulham,West Ham United,Fulham,5.0,0.0,5.0 - 0.0,Craven Cottage,23988,5400.0 + 360.0
English Premier League,2023-12-06T19:30Z,Fulham,Nottingham Forest,Fulham,5.0,0.0,5.0 - 0.0,Craven Cottage,24105,5400.0 + 360.0
English Premier League,2023-12-03T14:00Z,Liverpool,Fulham,Liverpool,4.0,3.0,4.0 - 3.0,Anfield,50143,5400.0 + 480.0
English Premier League,2023-11-27T20:00Z,Fulham,Wolverhampton Wanderers,Fulham,3.0,2.0,3.0 - 2.0,Craven Cottage,24366,5400.0 + 720.0
English Premier League,2023-11-12T14:00Z,Aston Villa,Fulham,Aston Villa,3.0,1.0,3.0 - 1.0,Villa Park,41608,5400.0 + 480.0
English Premier League,2023-11-04T12:30Z,Fulham,Manchester United,Manchester United,0.0,1.0,0.0 - 1.0,Craven Cottage,24415,5400.0 + 480.0
English Premier League,2023-10-29T14:00Z,Brighton & Hove Albion,Fulham,Draw,1.0,1.0,1.0 - 1.0,American Express Stadium,31550,5400.0 + 600.0
English Premier League,2023-10-23T19:00Z,Tottenham Hotspur,Fulham,Tottenham Hotspur,2.0,0.0,2.0 - 0.0,Tottenham Hotspur Stadium,61286,5400.0 + 480.0
English Premier League,2023-10-07T14:00Z,Fulham,Sheffield United,Fulham,3.0,1.0,3.0 - 1.0,Craven Cottage,24361,5400.0 + 540.0
English Premier League,2023-10-02T19:00Z,Fulham,Chelsea,Chelsea,0.0,2.0,0.0 - 2.0,Craven Cottage,24445,5400.0 + 480.0
English Premier League,2023-09-23T14:00Z,Crystal Palace,Fulham,Draw,0.0,0.0,0.0 - 0.0,Selhurst Park,25072,5400.0 + 240.0
English Premier League,2023-09-16T14:00Z,Fulham,Luton Town,Fulham,1.0,0.0,1.0 - 0.0,Craven Cottage,24467,5400.0 + 300.0
English Premier League,2023-09-02T14:00Z,Manchester City,Fulham,Manchester City,5.0,1.0,5.0 - 1.0,Etihad Stadium,52899,5400.0 + 420.0
English Premier League,2023-08-26T14:00Z,Arsenal,Fulham,Draw,2.0,2.0,2.0 - 2.0,Emirates Stadium,59961,5400.0 + 660.0
English Premier League,2023-08-19T14:00Z,Fulham,Brentford,Brentford,0.0,3.0,0.0 - 3.0,Craven Cottage,24236,5400.0 + 600.0
English Premier League,2023-08-12T14:00Z,Everton,Fulham,Fulham,0.0,1.0,0.0 - 1.0,Goodison Park,39940,5400.0 + 420.0
English Premier League,2024-05-05T15:30Z,Liverpool,Tottenham Hotspur,Liverpool,4.0,2.0,4.0 - 2.0,Anfield,0,5400.0 + 480.0
English Premier League,2024-04-27T11:30Z,West Ham United,Liverpool,Draw,2.0,2.0,2.0 - 2.0,London Stadium,62474,5400.0 + 360.0
English Premier League,2024-04-24T19:00Z,Everton,Liverpool,Everton,2.0,0.0,2.0 - 0.0,Goodison Park,38222,5400.0 + 360.0
English Premier League,2024-04-21T15:30Z,Fulham,Liverpool,Liverpool,1.0,3.0,1.0 - 3.0,Craven Cottage,24401,5400.0 + 420.0
English Premier League,2024-04-14T13:00Z,Liverpool,Crystal Palace,Crystal Palace,0.0,1.0,0.0 - 1.0,Anfield,60090,5400.0 + 480.0
English Premier League,2024-04-07T14:30Z,Manchester United,Liverpool,Draw,2.0,2.0,2.0 - 2.0,Old Trafford,73522,5400.0 + 480.0
English Premier League,2024-04-04T18:30Z,Liverpool,Sheffield United,Liverpool,3.0,1.0,3.0 - 1.0,Anfield,60055,5400.0 + 480.0
English Premier League,2024-03-31T13:00Z,Liverpool,Brighton & Hove Albion,Liverpool,2.0,1.0,2.0 - 1.0,Anfield,60061,5400.0 + 420.0
English Premier League,2024-03-10T15:45Z,Liverpool,Manchester City,Draw,1.0,1.0,1.0 - 1.0,Anfield,59947,5400.0 + 600.0
English Premier League,2024-03-02T15:00Z,Nottingham Forest,Liverpool,Liverpool,0.0,1.0,0.0 - 1.0,The City Ground,29603,5400.0 + 660.0
English Premier League,2024-02-21T19:30Z,Liverpool,Luton Town,Liverpool,4.0,1.0,4.0 - 1.0,Anfield,59896,5400.0 + 540.0
English Premier League,2024-02-17T12:30Z,Brentford,Liverpool,Liverpool,1.0,4.0,1.0 - 4.0,Gtech Community Stadium,17193,5400.0 + 480.0
English Premier League,2024-02-10T15:00Z,Liverpool,Burnley,Liverpool,3.0,1.0,3.0 - 1.0,Anfield,59896,5400.0 + 540.0
English Premier League,2024-02-04T16:30Z,Arsenal,Liverpool,Arsenal,3.0,1.0,3.0 - 1.0,Emirates Stadium,60374,5400.0 + 480.0
English Premier League,2024-01-31T20:15Z,Liverpool,Chelsea,Liverpool,4.0,1.0,4.0 - 1.0,Anfield,57524,5400.0 + 360.0
English Premier League,2024-01-21T16:30Z,AFC Bournemouth,Liverpool,Liverpool,0.0,4.0,0.0 - 4.0,Vitality Stadium,11228,5400.0 + 540.0
English Premier League,2024-01-01T20:00Z,Liverpool,Newcastle United,Liverpool,4.0,2.0,4.0 - 2.0,Anfield,57471,5400.0 + 420.0
English Premier League,2023-12-26T17:30Z,Burnley,Liverpool,Liverpool,0.0,2.0,0.0 - 2.0,Turf Moor,21624,5400.0 + 360.0
English Premier League,2023-12-23T17:30Z,Liverpool,Arsenal,Draw,1.0,1.0,1.0 - 1.0,Anfield,57548,5400.0 + 360.0
English Premier League,2023-12-17T16:30Z,Liverpool,Manchester United,Draw,0.0,0.0,0.0 - 0.0,Anfield,57158,5400.0 + 360.0
English Premier League,2023-12-09T12:30Z,Crystal Palace,Liverpool,Liverpool,1.0,2.0,1.0 - 2.0,Selhurst Park,25103,5400.0 + 780.0
English Premier League,2023-12-06T19:30Z,Sheffield United,Liverpool,Liverpool,0.0,2.0,0.0 - 2.0,Bramall Lane,31406,5400.0 + 480.0
English Premier League,2023-12-03T14:00Z,Liverpool,Fulham,Liverpool,4.0,3.0,4.0 - 3.0,Anfield,50143,5400.0 + 480.0
English Premier League,2023-11-25T12:30Z,Manchester City,Liverpool,Draw,1.0,1.0,1.0 - 1.0,Etihad Stadium,53289,5400.0 + 540.0
English Premier League,2023-11-12T14:00Z,Liverpool,Brentford,Liverpool,3.0,0.0,3.0 - 0.0,Anfield,50151,5400.0 + 420.0
English Premier League,2023-11-05T16:30Z,Luton Town,Liverpool,Draw,1.0,1.0,1.0 - 1.0,Kenilworth Road,11049,5400.0 + 600.0
English Premier League,2023-10-29T14:00Z,Liverpool,Nottingham Forest,Liverpool,3.0,0.0,3.0 - 0.0,Anfield,50143,5400.0 + 300.0
English Premier League,2023-10-21T11:30Z,Liverpool,Everton,Liverpool,2.0,0.0,2.0 - 0.0,Anfield,50201,5400.0 + 600.0
English Premier League,2023-10-08T13:00Z,Brighton & Hove Albion,Liverpool,Draw,2.0,2.0,2.0 - 2.0,American Express Stadium,31752,5400.0 + 300.0
English Premier League,2023-09-30T16:30Z,Tottenham Hotspur,Liverpool,Tottenham Hotspur,2.0,1.0,2.0 - 1.0,Tottenham Hotspur Stadium,62001,5400.0 + 480.0
English Premier League,2023-09-24T13:00Z,Liverpool,West Ham United,Liverpool,3.0,1.0,3.0 - 1.0,Anfield,50136,5400.0 + 360.0
English Premier League,2023-09-16T11:30Z,Wolverhampton Wanderers,Liverpool,Liverpool,1.0,3.0,1.0 - 3.0,Molineux Stadium,31257,5400.0 + 720.0
English Premier League,2023-09-03T13:00Z,Liverpool,Aston Villa,Liverpool,3.0,0.0,3.0 - 0.0,Anfield,50109,5400.0 + 240.0
English Premier League,2023-08-27T15:30Z,Newcastle United,Liverpool,Liverpool,1.0,2.0,1.0 - 2.0,St. James' Park,52214,5400.0 + 420.0
English Premier League,2023-08-19T14:00Z,Liverpool,AFC Bournemouth,Liverpool,3.0,1.0,3.0 - 1.0,Anfield,49699,5400.0 + 420.0
English Premier League,2023-08-13T15:30Z,Chelsea,Liverpool,Draw,1.0,1.0,1.0 - 1.0,Stamford Bridge,40096,5400.0 + 300.0
English Premier League,2024-05-04T14:00Z,Burnley,Newcastle United,Newcastle United,1.0,4.0,1.0 - 4.0,Turf Moor,21781,5400.0 + 360.0
English Premier League,2024-04-27T14:00Z,Newcastle United,Sheffield United,Newcastle United,5.0,1.0,5.0 - 1.0,St. James' Park,52196,5400.0 + 480.0
English Premier League,2024-04-24T19:00Z,Crystal Palace,Newcastle United,Crystal Palace,2.0,0.0,2.0 - 0.0,Selhurst Park,25002,5400.0 + 420.0
English Premier League,2024-04-13T11:30Z,Newcastle United,Tottenham Hotspur,Newcastle United,4.0,0.0,4.0 - 0.0,St. James' Park,52206,5400.0 + 360.0
English Premier League,2024-04-06T14:00Z,Fulham,Newcastle United,Newcastle United,0.0,1.0,0.0 - 1.0,Craven Cottage,24418,5400.0 + 660.0
English Premier League,2024-04-02T18:30Z,Newcastle United,Everton,Draw,1.0,1.0,1.0 - 1.0,St. James' Park,52135,5400.0 + 600.0
English Premier League,2024-03-30T12:30Z,Newcastle United,West Ham United,Newcastle United,4.0,3.0,4.0 - 3.0,St. James' Park,52199,5400.0 + 660.0
English Premier League,2024-03-11T20:00Z,Chelsea,Newcastle United,Chelsea,3.0,2.0,3.0 - 2.0,Stamford Bridge,38752,5400.0 + 420.0
English Premier League,2024-03-02T15:00Z,Newcastle United,Wolverhampton Wanderers,Newcastle United,3.0,0.0,3.0 - 0.0,St. James' Park,52206,5400.0 + 360.0
English Premier League,2024-02-24T20:00Z,Arsenal,Newcastle United,Arsenal,4.0,1.0,4.0 - 1.0,Emirates Stadium,60298,5400.0 + 360.0
English Premier League,2024-02-17T15:00Z,Newcastle United,AFC Bournemouth,Draw,2.0,2.0,2.0 - 2.0,St. James' Park,52224,5400.0 + 660.0
English Premier League,2024-02-10T17:30Z,Nottingham Forest,Newcastle United,Newcastle United,2.0,3.0,2.0 - 3.0,The City Ground,29451,5400.0 + 420.0
English Premier League,2024-02-03T15:00Z,Newcastle United,Luton Town,Draw,4.0,4.0,4.0 - 4.0,St. James' Park,52211,5400.0 + 660.0
English Premier League,2024-01-30T20:15Z,Aston Villa,Newcastle United,Newcastle United,1.0,3.0,1.0 - 3.0,Villa Park,42191,5400.0 + 600.0
English Premier League,2024-01-13T17:30Z,Newcastle United,Manchester City,Manchester City,2.0,3.0,2.0 - 3.0,St. James' Park,52190,5400.0 + 240.0
English Premier League,2024-01-01T20:00Z,Liverpool,Newcastle United,Liverpool,4.0,2.0,4.0 - 2.0,Anfield,57471,5400.0 + 420.0
English Premier League,2023-12-26T12:30Z,Newcastle United,Nottingham Forest,Nottingham Forest,1.0,3.0,1.0 - 3.0,St. James' Park,52207,5400.0 + 420.0
English Premier League,2023-12-23T15:00Z,Luton Town,Newcastle United,Luton Town,1.0,0.0,1.0 - 0.0,Kenilworth Road,11042,5400.0 + 480.0
English Premier League,2023-12-16T15:00Z,Newcastle United,Fulham,Newcastle United,3.0,0.0,3.0 - 0.0,St. James' Park,52055,5400.0 + 420.0
English Premier League,2023-12-10T16:30Z,Tottenham Hotspur,Newcastle United,Tottenham Hotspur,4.0,1.0,4.0 - 1.0,Tottenham Hotspur Stadium,61171,5400.0 + 360.0
English Premier League,2023-12-07T19:30Z,Everton,Newcastle United,Everton,3.0,0.0,3.0 - 0.0,Goodison Park,38198,5400.0 + 660.0
English Premier League,2023-12-02T20:00Z,Newcastle United,Manchester United,Newcastle United,1.0,0.0,1.0 - 0.0,St. James' Park,52214,5400.0 + 600.0
English Premier League,2023-11-25T15:00Z,Newcastle United,Chelsea,Newcastle United,4.0,1.0,4.0 - 1.0,St. James' Park,52227,5400.0 + 360.0
English Premier League,2023-11-11T17:30Z,AFC Bournemouth,Newcastle United,AFC Bournemouth,2.0,0.0,2.0 - 0.0,Vitality Stadium,11201,5400.0 + 480.0
English Premier League,2023-11-04T17:30Z,Newcastle United,Arsenal,Newcastle United,1.0,0.0,1.0 - 0.0,St. James' Park,52194,5400.0 + 540.0
English Premier League,2023-10-28T16:30Z,Wolverhampton Wanderers,Newcastle United,Draw,2.0,2.0,2.0 - 2.0,Molineux Stadium,31584,5400.0 + 540.0
English Premier League,2023-10-21T14:00Z,Newcastle United,Crystal Palace,Newcastle United,4.0,0.0,4.0 - 0.0,St. James' Park,52189,5400.0 + 300.0
English Premier League,2023-10-08T13:00Z,West Ham United,Newcastle United,Draw,2.0,2.0,2.0 - 2.0,London Stadium,0,5400.0 + 480.0
English Premier League,2023-09-30T14:00Z,Newcastle United,Burnley,Newcastle United,2.0,0.0,2.0 - 0.0,St. James' Park,52163,5400.0 + 420.0
English Premier League,2023-09-24T15:30Z,Sheffield United,Newcastle United,Newcastle United,0.0,8.0,0.0 - 8.0,Bramall Lane,30568,5400.0 + 420.0
English Premier League,2023-09-16T16:30Z,Newcastle United,Brentford,Newcastle United,1.0,0.0,1.0 - 0.0,St. James' Park,51670,5400.0 + 600.0
English Premier League,2023-09-02T16:30Z,Brighton & Hove Albion,Newcastle United,Brighton & Hove Albion,3.0,1.0,3.0 - 1.0,American Express Stadium,31620,5400.0 + 540.0
English Premier League,2023-08-27T15:30Z,Newcastle United,Liverpool,Liverpool,1.0,2.0,1.0 - 2.0,St. James' Park,52214,5400.0 + 420.0
English Premier League,2023-08-19T19:00Z,Manchester City,Newcastle United,Manchester City,1.0,0.0,1.0 - 0.0,Etihad Stadium,0,5400.0 + 360.0
English Premier League,2023-08-12T16:30Z,Newcastle United,Aston Villa,Newcastle United,5.0,1.0,5.0 - 1.0,St. James' Park,52207,5400.0 + 420.0
English Premier League,2024-05-03T19:00Z,Luton Town,Everton,Draw,1.0,1.0,1.0 - 1.0,Kenilworth Road,11873,5400.0 + 480.0
English Premier League,2024-04-27T14:00Z,Wolverhampton Wanderers,Luton Town,Wolverhampton Wanderers,2.0,1.0,2.0 - 1.0,Molineux Stadium,31531,5400.0 + 420.0
English Premier League,2024-04-20T14:00Z,Luton Town,Brentford,Brentford,1.0,5.0,1.0 - 5.0,Kenilworth Road,11877,5400.0 + 420.0
English Premier League,2024-04-13T14:00Z,Manchester City,Luton Town,Manchester City,5.0,1.0,5.0 - 1.0,Etihad Stadium,53449,5400.0 + 360.0
English Premier League,2024-04-06T14:00Z,Luton Town,AFC Bournemouth,Luton Town,2.0,1.0,2.0 - 1.0,Kenilworth Road,11797,5400.0 + 420.0
English Premier League,2024-04-03T18:30Z,Arsenal,Luton Town,Arsenal,2.0,0.0,2.0 - 0.0,Emirates Stadium,60262,5400.0 + 240.0
English Premier League,2024-03-30T15:00Z,Tottenham Hotspur,Luton Town,Tottenham Hotspur,2.0,1.0,2.0 - 1.0,Tottenham Hotspur Stadium,61534,5400.0 + 600.0
English Premier League,2024-03-16T15:00Z,Luton Town,Nottingham Forest,Draw,1.0,1.0,1.0 - 1.0,Kenilworth Road,11630,5400.0 + 540.0
English Premier League,2024-03-13T19:30Z,AFC Bournemouth,Luton Town,AFC Bournemouth,4.0,3.0,4.0 - 3.0,Vitality Stadium,11198,5400.0 + 660.0
English Premier League,2024-03-09T15:00Z,Crystal Palace,Luton Town,Draw,1.0,1.0,1.0 - 1.0,Selhurst Park,25103,5400.0 + 480.0
English Premier League,2024-03-02T17:30Z,Luton Town,Aston Villa,Aston Villa,2.0,3.0,2.0 - 3.0,Kenilworth Road,11594,5400.0 + 420.0
English Premier League,2024-02-21T19:30Z,Liverpool,Luton Town,Liverpool,4.0,1.0,4.0 - 1.0,Anfield,59896,5400.0 + 540.0
English Premier League,2024-02-18T16:30Z,Luton Town,Manchester United,Manchester United,1.0,2.0,1.0 - 2.0,Kenilworth Road,11483,5400.0 + 300.0
English Premier League,2024-02-10T15:00Z,Luton Town,Sheffield United,Sheffield United,1.0,3.0,1.0 - 3.0,Kenilworth Road,11138,5400.0 + 600.0
English Premier League,2024-02-03T15:00Z,Newcastle United,Luton Town,Draw,4.0,4.0,4.0 - 4.0,St. James' Park,52211,5400.0 + 660.0
English Premier League,2024-01-30T19:45Z,Luton Town,Brighton & Hove Albion,Luton Town,4.0,0.0,4.0 - 0.0,Kenilworth Road,10994,5400.0 + 240.0
English Premier League,2024-01-12T19:45Z,Burnley,Luton Town,Draw,1.0,1.0,1.0 - 1.0,Turf Moor,20155,5400.0 + 480.0
English Premier League,2023-12-30T12:30Z,Luton Town,Chelsea,Chelsea,2.0,3.0,2.0 - 3.0,Kenilworth Road,11041,5400.0 + 420.0
English Premier League,2023-12-26T15:00Z,Sheffield United,Luton Town,Luton Town,2.0,3.0,2.0 - 3.0,Bramall Lane,31041,5400.0 + 600.0
English Premier League,2023-12-23T15:00Z,Luton Town,Newcastle United,Luton Town,1.0,0.0,1.0 - 0.0,Kenilworth Road,11042,5400.0 + 480.0
English Premier League,2023-12-10T14:00Z,Luton Town,Manchester City,Manchester City,1.0,2.0,1.0 - 2.0,Kenilworth Road,11047,5400.0 + 420.0
English Premier League,2023-12-05T20:15Z,Luton Town,Arsenal,Arsenal,3.0,4.0,3.0 - 4.0,Kenilworth Road,11112,5400.0 + 540.0
English Premier League,2023-12-02T15:00Z,Brentford,Luton Town,Brentford,3.0,1.0,3.0 - 1.0,Gtech Community Stadium,17075,5400.0 + 540.0
English Premier League,2023-11-25T15:00Z,Luton Town,Crystal Palace,Luton Town,2.0,1.0,2.0 - 1.0,Kenilworth Road,11029,5400.0 + 780.0
English Premier League,2023-11-11T15:00Z,Manchester United,Luton Town,Manchester United,1.0,0.0,1.0 - 0.0,Old Trafford,73599,5400.0 + 540.0
English Premier League,2023-11-05T16:30Z,Luton Town,Liverpool,Draw,1.0,1.0,1.0 - 1.0,Kenilworth Road,11049,5400.0 + 600.0
English Premier League,2023-10-29T14:00Z,Aston Villa,Luton Town,Aston Villa,3.0,1.0,3.0 - 1.0,Villa Park,41785,5400.0 + 300.0
English Premier League,2023-10-21T14:00Z,Nottingham Forest,Luton Town,Draw,2.0,2.0,2.0 - 2.0,The City Ground,29361,5400.0 + 540.0
English Premier League,2023-10-07T11:30Z,Luton Town,Tottenham Hotspur,Tottenham Hotspur,0.0,1.0,0.0 - 1.0,Kenilworth Road,10929,5400.0 + 420.0
English Premier League,2023-10-03T18:30Z,Luton Town,Burnley,Burnley,1.0,2.0,1.0 - 2.0,Kenilworth Road,10918,5400.0 + 480.0
English Premier League,2023-09-30T14:00Z,Everton,Luton Town,Luton Town,1.0,2.0,1.0 - 2.0,Goodison Park,39289,5400.0 + 480.0
English Premier League,2023-09-23T14:00Z,Luton Town,Wolverhampton Wanderers,Draw,1.0,1.0,1.0 - 1.0,Kenilworth Road,10893,5400.0 + 540.0
English Premier League,2023-09-16T14:00Z,Fulham,Luton Town,Fulham,1.0,0.0,1.0 - 0.0,Craven Cottage,24467,5400.0 + 300.0
English Premier League,2023-09-01T19:00Z,Luton Town,West Ham United,West Ham United,1.0,2.0,1.0 - 2.0,Kenilworth Road,10802,5400.0 + 420.0
English Premier League,2023-08-25T19:00Z,Chelsea,Luton Town,Chelsea,3.0,0.0,3.0 - 0.0,Stamford Bridge,39893,5400.0 + 300.0
English Premier League,2023-08-12T14:00Z,Brighton & Hove Albion,Luton Town,Brighton & Hove Albion,4.0,1.0,4.0 - 1.0,American Express Stadium,31872,5400.0 + 480.0
English Premier League,2024-05-05T13:00Z,Chelsea,West Ham United,Chelsea,5.0,0.0,5.0 - 0.0,Stamford Bridge,39295,5400.0 + 360.0
English Premier League,2024-05-02T18:30Z,Chelsea,Tottenham Hotspur,Chelsea,2.0,0.0,2.0 - 0.0,Stamford Bridge,0,5400.0 + 420.0
English Premier League,2024-04-27T19:00Z,Aston Villa,Chelsea,Draw,2.0,2.0,2.0 - 2.0,Villa Park,42354,5400.0 + 600.0
English Premier League,2024-04-23T19:00Z,Arsenal,Chelsea,Arsenal,5.0,0.0,5.0 - 0.0,Emirates Stadium,60238,5400.0 + 480.0
English Premier League,2024-04-15T19:00Z,Chelsea,Everton,Chelsea,6.0,0.0,6.0 - 0.0,Stamford Bridge,39392,5400.0 + 480.0
English Premier League,2024-04-07T16:30Z,Sheffield United,Chelsea,Draw,2.0,2.0,2.0 - 2.0,Bramall Lane,28638,5400.0 + 540.0
English Premier League,2024-04-04T19:15Z,Chelsea,Manchester United,Chelsea,4.0,3.0,4.0 - 3.0,Stamford Bridge,39694,5400.0 + 780.0
English Premier League,2024-03-30T15:00Z,Chelsea,Burnley,Draw,2.0,2.0,2.0 - 2.0,Stamford Bridge,39535,5400.0 + 360.0
English Premier League,2024-03-11T20:00Z,Chelsea,Newcastle United,Chelsea,3.0,2.0,3.0 - 2.0,Stamford Bridge,38752,5400.0 + 420.0
English Premier League,2024-03-02T15:00Z,Brentford,Chelsea,Draw,2.0,2.0,2.0 - 2.0,Gtech Community Stadium,17140,5400.0 + 360.0
English Premier League,2024-02-17T17:30Z,Manchester City,Chelsea,Draw,1.0,1.0,1.0 - 1.0,Etihad Stadium,53509,5400.0 + 360.0
English Premier League,2024-02-12T20:00Z,Crystal Palace,Chelsea,Chelsea,1.0,3.0,1.0 - 3.0,Selhurst Park,25110,5400.0 + 480.0
